timestamp,equity,cash,market_value,returns,cum_returns,drawdown
2015-02-20,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-02-23,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-02-24,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-02-25,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-02-26,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-02-27,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-02,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-03,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-04,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-05,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-06,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-09,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-10,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-11,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-12,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-13,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-16,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-17,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-18,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-19,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-20,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-23,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-24,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-25,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-26,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-27,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-30,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-03-31,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-01,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-02,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-06,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-07,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-08,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-09,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-10,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-13,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-14,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-15,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-16,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-17,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-20,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-21,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-22,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-23,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-24,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-27,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-28,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-29,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-04-30,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-01,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-04,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-05,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-06,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-07,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-08,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-11,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-12,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-13,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-14,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-15,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-18,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-19,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-20,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-21,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-22,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-26,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-27,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-28,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-05-29,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-01,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-02,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-03,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-04,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-05,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-08,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-09,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-10,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-11,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-12,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-15,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-16,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-17,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-18,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-19,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-22,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-23,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-24,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-25,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-26,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-29,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-06-30,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-01,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-02,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-06,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-07,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-08,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-09,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-10,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-13,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-14,100000.0,100000.0,0.0,0.0,0.0,0.0
2015-07-15,99268.355821,-100614.404179,199882.76,-0.007316441789999906,-0.007316441789999906,-0.007316441789999953
2015-07-16,100055.29582099998,-100614.404179,200669.69999999998,0.00792740036330386,0.0005529582099998986,0.0
2015-07-17,99758.915821,-100614.404179,200373.32,-0.002962162048175898,-0.0024108417899998402,-0.002962162048175867
2015-07-20,100504.975821,-100614.404179,201119.38,0.007478629793237435,0.005049758210000199,0.0
2015-07-21,100382.33582099999,-100614.404179,200996.74,-0.0012202380926734646,0.0038233582100000163,-0.001220238092673507
2015-07-22,100290.355821,-100614.404179,200904.76,-0.0009162966696052433,0.002903558210000323,-0.0021354166621783475
2015-07-23,101087.51582100001,-100614.404179,201701.92,0.00794852100657395,0.01087515821000018,0.0
2015-07-24,98982.195821,-100614.404179,199596.6,-0.020826706274274187,-0.010178041789999925,-0.02082670627427414
2015-07-27,97694.475821,-100614.404179,198308.88,-0.013009612378459656,-0.02305524178999996,-0.03356537127698547
2015-07-28,99237.695821,-100614.404179,199852.1,0.015796389581203663,-0.007623041789999951,-0.01829919337691078
2015-07-29,100372.11582099998,-100614.404179,200986.52,0.011431341594691835,0.003721158209999853,-0.007077036112617632
2015-07-30,99779.355821,-100614.404179,200393.76,-0.005905624237881879,-0.0022064417899999578,-0.012940866034500426
2015-07-31,99196.815821,-100614.404179,199811.22,-0.005838281829009362,-0.00803184179000005,-0.01870359544048896
2015-08-03,97847.77582099999,-100614.404179,198462.18,-0.013599630077182567,-0.021522241790000174,-0.03204886353856757
2015-08-04,98839.11582099998,-100614.404179,199453.52,0.01013145154994155,-0.011608841790000102,-0.022242113496797777
2015-08-05,99646.49582099999,-100614.404179,200260.9,0.008168628313735438,-0.003535041790000082,-0.014255172741129522
2015-08-06,99023.075821,-100614.404179,199637.48,-0.006256316339712131,-0.009769241789999827,-0.020422304210695953
2015-08-07,98164.595821,-100614.404179,198779.0,-0.008669494386862375,-0.018354041789999886,-0.02891474754583694
2015-08-10,99687.375821,-100614.404179,200301.78,0.015512517392489933,-0.003126241789999762,-0.013850770677551338
2015-08-11,98389.43582099999,-100614.404179,199003.84,-0.013020103993213739,-0.016105641789999736,-0.02669053619615722
2015-08-12,98839.11582099998,-100614.404179,199453.52,0.004570409376247531,-0.011608841789999658,-0.022242113496797777
2015-08-13,99779.355821,-100614.404179,200393.76,0.009512832972957908,-0.0022064417899995137,-0.012940866034500426
2015-08-14,99104.83582099999,-100614.404179,199719.24,-0.006760115802010969,-0.008951641789999742,-0.019613500083539875
2015-08-17,99237.695821,-100614.404179,199852.1,0.00134060057614116,-0.007623041789999618,-0.01829919337691078
2015-08-18,98614.27582099999,-100614.404179,199228.68,-0.0062820886241101714,-0.013857241789999697,-0.0244663248464775
2015-08-19,97326.55582100002,-100614.404179,197940.96000000002,-0.013058149941063135,-0.026734441789999397,-0.03720498984918855
2015-08-20,92483.709687,92483.709687,0.0,-0.04975873329892444,-0.07516290312999963,-0.08511244998081802
2015-08-21,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-08-24,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-08-25,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-08-26,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-08-27,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-08-28,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-08-31,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-01,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-02,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-03,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-04,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-08,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-09,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-10,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-11,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-14,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-15,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-16,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-17,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-18,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-21,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-22,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-23,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-24,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-25,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-28,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-29,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-09-30,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-01,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-02,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-05,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-06,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-07,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-08,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-09,92483.709687,92483.709687,0.0,0.0,-0.07516290312999963,-0.08511244998081802
2015-10-12,92175.86318849999,-92669.0668115,184844.93,-0.0033286564687108333,-0.07824136811499971,-0.08815779634233233
2015-10-13,91740.2431885,-92669.0668115,184409.31,-0.0047259660493674804,-0.08259756811499963,-0.09246713163919892
2015-10-14,91910.70318849999,-92669.0668115,184579.77,0.00185807224916279,-0.08089296811499969,-0.09078087000129466
2015-10-15,93189.1531885,-92669.0668115,185858.22,0.013909696647386394,-0.0681084681149996,-0.07813390771701202
2015-10-16,93710.0031885,-92669.0668115,186379.07,0.005589169792609372,-0.06289996811499943,-0.07298144160119316
2015-10-19,93937.2831885,-92669.0668115,186606.35,0.0024253547355326255,-0.06062716811499935,-0.07073309275065406
2015-10-20,93511.13318849998,-92669.0668115,186180.19999999998,-0.004536537416617525,-0.0648886681149996,-0.07494874684541512
2015-10-21,93975.16318850001,-92669.0668115,186644.23,0.004962296832235369,-0.06024836811499923,-0.07035836794223083
2015-10-22,96181.67318849999,-92669.0668115,188850.74,0.023479714481304592,-0.03818326811499939,-0.04853064785158044
2015-10-23,96740.4031885,-92669.0668115,189409.47,0.005809110836583198,-0.03259596811499921,-0.04300345692733835
2015-10-26,96390.01318849999,-92669.0668115,189059.08,-0.0036219613362296066,-0.03609986811499932,-0.04646966140525296
2015-10-27,96513.1231885,-92669.0668115,189182.19,0.0012772070044151373,-0.03486876811499917,-0.045251805777877456
2015-10-28,97867.3331885,-92669.0668115,190536.4,0.01403135610226891,-0.02132666811499928,-0.031855393876748635
2015-10-29,97469.5931885,-92669.0668115,190138.66,-0.004064073139031121,-0.02530406811499919,-0.035790004365191995
2015-10-30,96768.8131885,-92669.0668115,189437.88,-0.007189729402530043,-0.0323118681149992,-0.042722413321020926
2015-11-02,98274.54318849999,-92669.0668115,190943.61,0.015560075094306569,-0.01725456811499937,-0.027827102186199472
2015-11-03,98748.04318849999,-92669.0668115,191417.11,0.00481813483570992,-0.012519568114999435,-0.023143042080909646
2015-11-04,99638.22318849998,-92669.0668115,192307.28999999998,0.009014659645464773,-0.0036177681149995866,-0.014337009082964848
2015-11-05,100149.60318850001,-92669.0668115,192818.67,0.005132367716278674,0.0014960318850005816,-0.009278224169251505
2015-11-06,100935.61318849999,-92669.0668115,193604.68,0.007848358605281325,0.009356131885000396,-0.0015026843944705931
2015-11-09,99458.29318849999,-92669.0668115,192127.36,-0.014636261209817758,-0.005417068114999757,-0.016116951922974913
2015-11-10,98388.1831885,-92669.0668115,191057.25,-0.010759384317724385,-0.016118168114999554,-0.026702927760929775
2015-11-11,99505.64318850002,-92669.0668115,192174.71000000002,0.011357664749831908,-0.004943568114999186,-0.015648545912445584
2015-11-12,98236.66318850001,-92669.0668115,190905.73,-0.012752844555721343,-0.01763336811499927,-0.028201826994622415
2015-11-13,93653.1831885,-92669.0668115,186322.25,-0.04665752939108958,-0.06346816811499933,-0.07354352881382802
2015-11-16,95821.8131885,-92669.0668115,188490.88,0.023155966793302785,-0.04178186811499929,-0.05209053353160057
2015-11-17,95528.2431885,-92669.0668115,188197.31,-0.0030637074193378133,-0.044717568114999384,-0.05499465079688033
2015-11-18,96342.66318850001,-92669.0668115,189011.73,0.00852543680085227,-0.03657336811499934,-0.04693806741578171
2015-11-19,96655.17318849999,-92669.0668115,189324.24,0.0032437342881890263,-0.03344826811499946,-0.04384658774629062
2015-11-20,95698.70318849999,-92669.0668115,188367.77,-0.009895693820077933,-0.04301296811499944,-0.05330838915897607
2015-11-23,97128.67318849999,-92669.0668115,189797.74,0.01494241773771332,-0.028713268114999413,-0.0391625276410008
2015-11-24,98028.32318850001,-92669.0668115,190697.39,0.009262455364277944,-0.019716768114999228,-0.0302628134409499
2015-11-25,97895.7431885,-92669.0668115,190564.81,-0.001352466263704999,-0.021042568114999383,-0.03157435027043121
2015-11-27,97801.04318849999,-92669.0668115,190470.11,-0.0009673556470956024,-0.021989568114999525,-0.032511162291489294
2015-11-30,96996.0931885,-92669.0668115,189665.16,-0.008230484806266647,-0.030039068114999345,-0.040474064470481824
2015-12-01,96465.7731885,-92669.0668115,189134.84,-0.005467436703552542,-0.03534226811499941,-0.04572021178840649
2015-12-02,97232.8431885,-92669.0668115,189901.91,0.007951732253274058,-0.027671568114999268,-0.038132034417836906
2015-12-03,95982.8031885,-92669.0668115,188651.87,-0.012856149825595686,-0.040171968114999346,-0.05049795309580212
2015-12-04,97696.8731885,-92669.0668115,190365.94,0.017858094815524028,-0.023031268114999226,-0.03354165551465289
2015-12-07,95395.66318850001,-92669.0668115,188064.73,-0.023554592126607266,-0.046043368114999095,-0.05630618762636135
2015-12-08,94316.0831885,-92669.0668115,186985.15,-0.011316866657415936,-0.05683916811499923,-0.06698584466642231
2015-12-09,95433.54318849999,-92669.0668115,188102.61,0.011848032299715427,-0.045664568114999304,-0.05593146281793841
2015-12-10,95035.8031885,-92669.0668115,187704.87,-0.0041677169966788385,-0.04964196811499921,-0.05986607330638177
2015-12-11,91569.7831885,-92669.0668115,184238.85,-0.03647067614218258,-0.08430216811499913,-0.09415339327710318
2015-12-14,93627.82584300003,93627.82584300003,0.0,0.02247512861599188,-0.06372174156999888,-0.07379437428464632
2015-12-15,93627.82584300003,93627.82584300003,0.0,0.0,-0.06372174156999888,-0.07379437428464632
2015-12-16,93627.82584300003,93627.82584300003,0.0,0.0,-0.06372174156999888,-0.07379437428464632
2015-12-17,93627.82584300003,93627.82584300003,0.0,0.0,-0.06372174156999888,-0.07379437428464632
2015-12-18,93627.82584300003,93627.82584300003,0.0,0.0,-0.06372174156999888,-0.07379437428464632
2015-12-21,93083.12921300004,-94089.67078699998,187172.80000000002,-0.005817678933540238,-0.06916870786999885,-0.07918274124149693
2015-12-22,93929.12921300004,-94089.67078699998,188018.80000000002,0.009088650189919223,-0.06070870786999871,-0.07081375528780065
2015-12-23,94464.92921300002,-94089.67078699998,188554.6,0.005704300726401712,-0.05535070786999874,-0.06551339751712645
2015-12-24,94370.92921300002,-94089.67078699998,188460.6,-0.0009950782876050335,-0.05629070786999879,-0.06644328484531493
2015-12-28,93383.92921300002,-94089.67078699998,187473.6,-0.010458729274269274,-0.06616070786999872,-0.07620710179129393
2015-12-29,93374.52921300003,-94089.67078699998,187464.2,-0.00010065971821071606,-0.06625470786999865,-0.07630009052411273
2015-12-30,93214.72921300001,-94089.67078699998,187304.4,-0.0017113874773654336,-0.06785270786999886,-0.0778808989820333
2015-12-31,92801.12921300001,-94089.67078699998,186890.8,-0.004437067011747842,-0.071988707869999,-0.08197240322606265
